IATA;nom de la compagnie;Nom complet;poid cabine;Taille du bagage à main;taille soute;Poids max. autorisé des bagages en soute; Services à bord;WIFI;Alliance;numéro de téléphone;Site Web;Nationalité;Aéroport de base;Siège Social ;Date de création;fin d'activité;PONCTUALITÉ momondo;VOLS RETARDÉS momondo;VOLS ANNULÉS momondo;Age moyen de la flotte;taille de la flotte;programme de fidelité;avion 1;quantité 1;avion 2;quantité 2;avion 3;quantité 3;avion 4;quantité 4;avion 5;quantité 5;avion 6;quantité 6;avion 7;quantité 7;avion 8;quantité 8;avion 9;quantité 9;avion 10;quantité 10;avion 11;quantité 11;avion 12;quantité 12;avion 13;quantité 13;avion 14;quantité 14;avion 15;quantité 15
XK;Air Corsica;Compagnie Aérienne Corse Méditerranée S.A.E.M ;8 kg;55 x 35 x 25 cm;158 cm cumulés;23 Kg; Un plateau dégustation offert pour des vols de soir entre Paris et Bastia.  ;NON;;04 95 29 05 09;aircorsica.com;France;Ajaccio (AJA) ;Ajaccio, Corse;32509;;;;;6.2 ;13;; Airbus A320-200 ;4; ATR 42/72-ATR 72 ;7;;;;;;;;;;;;;;;;;;;;;;;;;;
XL;LAN Ecuador;Aerolane Líneas Aéreas Nacionales del Ecuador S.A. (LAN Ecuador) ;;55*35*25cm;;32kg;  ;NON;;821231554;latam.com;Equateur et Galapagos;Guayaquil (GYE) ;Santiago Chili;37438;;;;;4.2 ;6;; Airbus A319-100 ;3; Airbus A320-200 ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
XQ;SunExpress;Gunes Express Havaclik A.S. ;6kgs;55cm x 40cm x 20cm ;;;  ;NON;;;sunexpress.com.tr;;Antalya (AYT) ;;32964;;;;;9.2 ;46;; Boeing 737-700 ;10; Boeing 737-800 ;36;;;;;;;;;;;;;;;;;;;;;;;;;;
XT;Indonesia AirAsia X;Pt. Indonesia Air Asia Extra ;;;;;  ;NON;;+62 21 2927 0999;airasia.com;;;;2014;;;;;10.3 ;2;; Airbus A330-300 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XU;African Express Airways;;;;;;  ;NON;;;;;;;;;;;;39.6 ;4;; McDonnell-Douglas DC-9-30 ;2; McDonnell Douglas MD-82 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
XW;Sky Express;;;;;15kg; Tous les services sont payants  ;NON;;+66 2 021 0000;nokscoot.com;;Crète - Heraklion (HER) ;;38777;;;;;15.4 ;7;EVERYBODY FLIES ; Airbus A319-100 ;3; Boeing 737-300 ;2; Boeing 737-500 ;2;;;;;;;;;;;;;;;;;;;;;;;;
XY;flynas;_____ ___ ;;;;;  ;NON;;9,66114E+11;flynas.com;;;;41591;;;;;9;29;; Airbus A320-200 ;26; Airbus A330-200 ;1; Airbus A330-300 ;1; Boeing 747-400 ;1;;;;;;;;;;;;;;;;;;;;;;
XZ;South African Express Airways;;;;;;  ;NON;;;flyexpress.aero;;;;34448;;;;;11.6 ;24;; Canadair CRJ-200 ;10; Canadair CRJ-700 ;4; De Havilland Canada DHC-8-400 ;10;;;;;;;;;;;;;;;;;;;;;;;;
Y2;FlyGlobespan;;;;;;  ;NON;;;;;Édimbourg (EDI) ;;37561;40163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4;Volaris;;;;;;  ;NON;;18001228000;volaris.com.mx;;;;38789;;;;;4.1 ;46;; Airbus A319-100 ;19; Airbus A320-200 ;27;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5;Golden Myanmar Airlines;Golden Myanmar Airlines Public Co. Ltd. ;;;;;  ;NON;;+95 1 533272;gmairlines.com;;;;2012;;;;;7.6 ;4;; ATR 42/72-ATR 72 ;2; Airbus A320-200 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Y7;NordStar Airlines;OJSC Taimyr Air Company ;;;;;  ;NON;;+7 8 800 700 8 007;nordstar.ru;;;;37328;;;;;11.3 ;15;; ATR 42/72-ATR 42 ;5; Boeing 737-300 ;1; Boeing 737-800 ;9;;;;;;;;;;;;;;;;;;;;;;;;
YC;Yamal Airlines;;;;;;  ;NON;;+7 495 755 84 24;;;;;1997;;;;;13.9 ;24;; Airbus A320-200 ;7; Airbus A321-200 ;2; Boeing 737-400 ;3; Boeing 737-500 ;1; Canadair CRJ-200 ;11;;;;;;;;;;;;;;;;;;;;
YE;YanAir;;;;;;  ;NON;;+380 44 3392695;yanair.com.ua;;;;;;;;;22.9 ;6;; Airbus A320-200 ;3; Boeing 737-300 ;2; Boeing 737-400 ;1;;;;;;;;;;;;;;;;;;;;;;;;
YK;Avia Traffic Company;;;;;;  ;NON;;;;;;;;;;;;24.6 ;5;; Boeing 737-300 ;3; British Aerospace 146-200 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
YM;Montenegro Airlines;;;55 x 40 x 20 cm;;32 kg;  ;NON;;+382 20 1 9804;montenegroairlines.com;Monténégro;Aéroport de Podgorica;Beogradska 10, 81000 Podgorica, Montenegro;34631;;;;;23;6;; Embraer ERJ-195 ;3; Fokker F100 ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
YN;Air Creebec;;;;;;  ;NON;;;aircreebec.ca;;;;;;;;;26.1 ;14;; De Havilland Canada DHC-8-100 ;13; De Havilland Canada DHC-8-300 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
YO;Heli Air Monaco;;;;;;  ;NON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YQ;Polet Flight;;;;;;  ;NON;;5,21553E+12;tarmexico.com;;;;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YS;Regional;Régional Compagnie Aérienne Européenne ;;;;23 kg;  ;NON;;;;;Paris - Charles;;33604;;;;;12.2 ;52;Flying Blue ; Embraer ERJ-135 ;3; Embraer ERJ-145 ;23; Embraer ERJ-170 ;16; Embraer ERJ-190 ;10;;;;;;;;;;;;;;;;;;;;;;
YV;Mesa Airlines;Mesa Airlines, Inc. ;;;;;  ;NON;;;mesa-air.com;;;;1980;;;;;3.8 ;118;; Canadair CRJ-100 ;1; Canadair CRJ-700 ;20; Canadair CRJ-900 ;64; Embraer ERJ-175 ;33;;;;;;;;;;;;;;;;;;;;;;
YW;Air Nostrum;Air Nostrum, Líneas Aéreas del Mediterráneo, S.A. ;8kgs;56cm x 45cm x 25cm ;;32 kg;  ;NON;;;http://www.airnostrum.com;Espagne;Aéroport de Valence;Valence;34477;;;;;8.5 ;37;; ATR 42/72-ATR 72 ;5; Canadair CRJ-200 ;9; Canadair CRJ-1000 ;10; Canadair CRJ-900 ;13;;;;;;;;;;;;;;;;;;;;;;
YX;Republic Airlines;Republic Airlines, Inc. ;;;;;  ;NON;;;;;;;38596;;;;;3.5 ;150;; De Havilland Canada DHC-8-400 ;23; Embraer ERJ-145 ;1; Embraer ERJ-170 ;28; Embraer ERJ-175 ;97; Embraer ERJ-190 ;1;;;;;;;;;;;;;;;;;;;;
Z2;AirAsia Zest;;;;;;  ;NON;;6327422742;www.airasia.com;;Manille (MNL) ;;41568;;;;;11;15;; Airbus A319-100 ;1; Airbus A320-200 ;14;;;;;;;;;;;;;;;;;;;;;;;;;;
Z4;Zagrosjet;;;;;;  ;NON;;;;;;;2013;;;;;13;1;; Airbus A321-200 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z6;Dniproavia;__________ ;;;;;  ;NON;;;;;Dnipropetrovs'k (DNK) ;;35238;;;;;15.6 ;18;; Boeing 737-300 ;1; Embraer ERJ-145 ;4;;;;;;;;;;;;;;;;;;;;;;;;;;
Z8;Amaszonas;Línea Aérea Amaszonas S.A. ;;;;;  ;NON;;+591 901 10 5500;amaszonas.com;;La Paz - El Alto (LPB) ;;1998;;;;;14.9 ;4;; Canadair CRJ-200 ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZA;Sky Angkor Airlines;;;;;;  ;NON;;;;;;;41974;;;;;17.8 ;7;; Airbus A320-200 ;6; Airbus A321-200 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
ZB;monarch;;;56 x 40 x 25 cm;;20 kg; Tous les services sont payants  ;NON;;3330030100;http://www.monarch.co.uk/;Royaume-Uni;Londres - Luton (LTN) ;Luton;24624;;;;;14.3 ;32;Vantage Club ; Airbus A300-600 ;4; Airbus A320-200 ;7; Airbus A321-200 ;16; Airbus A330-200 ;2; Boeing 757-200 ;3;;;;;;;;;;;;;;;;;;;;
ZC;Korongo Airlines;;;;;;  ;NON;;;;;Lubumbashi (FBM) ;;40162;;;;;23;1;; Boeing 737-300 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZE;Eastar Jet;;;;;;  ;NON;;8215440080;eastarjet.com;;;;39356;;;;;14;13;; Boeing 737-700 ;3; Boeing 737-800 ;10;;;;;;;;;;;;;;;;;;;;;;;;;;
ZG;Groznyi-Avia;___ ____________ _______ ____ ;;;;;  ;NON;;;;;;;39311;;;;;23.2 ;1;; Yakovlev Yak-42 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Shenzhen Airlines;;5kgs;55cm x 40cm x 20cm ;;;  ;NON;;8,67559E+12;shenzhenair.com;;Shenzhen (SZX) ;;33909;;;;;5.3 ;138;; Airbus A319-100 ;5; Airbus A320-200 ;61; Boeing 737-700 ;4; Boeing 737-800 ;62; Boeing 737-900 ;5;;;;;;;;;;;;;;;;;;;;
ZI;Aigle Azur;;10 kg;55 x 40 x 20 cm;158 cm cumulés;32 kg; Repas et boissons inclus dans le billet  ;NON;;;aigle-azur.fr;France;Paris - Orly (ORY) ;Tremblay-en-France;;;;;;9.3 ;12;Azur Plus ; Airbus A319-100 ;4; Airbus A320-200 ;4; Airbus A321-200 ;4;;;;;;;;;;;;;;;;;;;;;;;;
ZK;Great Lakes Aviation;;;;;;  ;NON;;18005545111;flygreatlakes.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZL;REX (Regional Express);;;;;;  ;NON;;+61 2 6393 5550;rex.com.au;;;;;;;;;18.2 ;19;; Saab 340-Saab 340 ;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZM;Pegasus Asia;;;;;;  ;NON;;;;;;;;;;;;13;2;; Boeing 737-400 ;1; Boeing 737-800 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
ZV;Zagros Air;;;;;;  ;NON;;;;;;;2006;;;;;24.6 ;19;; Airbus A319-100 ;1; Airbus A320-200 ;8; McDonnell Douglas MD-82 ;6; McDonnell Douglas MD-83 ;4;;;;;;;;;;;;;;;;;;;;;;
ZX;Air Georgian;Air Georgian Ltd. ;;;;;  ;NON;;;airgeorgian.ca;;;;1994;;;;;20.1 ;6;; Canadair CRJ-100 ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
